4546572015@Theni- Madurai, India@9.9321764@78.0845602
5695463456@San Javier, Uruguay@47.449169@15.83879
2221783467@Magdalena, Argentina@-35.08129@-57.5168
6453043467@Rubizhne, Ukraine@49.01612129999999@38.3751404
1594453442@Lydney, United Kingdom@51.7246@-2.53556
3640173465@Trinidad, Uruguay@-33.51343@-56.89875
5652523467@Zhovti Vody, Ukraine@48.34544@33.49723
7884683463@Durg- Durg, India@21.18971@81.28447
2955753467@Higashiibaraki District- Ibaraki, Japan@36.384749@140.398346
5689442560@Nuevo Berlkn, Uruguay@36.384749@140.398346
9997833462@Mérida- Yuc., Mexico@20.96672@-89.62322
1978183408@Wrexham, United Kingdom@53.04194@-2.99707
4005563467@Malmö, Sweden@53.04194@-2.99707
3984302548@Prenzlau, Germany@53.31378@13.86147
1675323467@Coleshill, United Kingdom@52.499599@-1.706495
3782433402@Kalaktung (Bomdila)- Arunachal Pradesh (Zero), India@27.60182@93.820851
8492633467@Kambadur- Anantpur (Guntakal), India@15.1674091@77.37362379999999
2231073467@Buhov, Belarus@53.51833@30.246111
4567723467@Ramanathpuram- Karaikudi, India@9.43816@78.65524
5298113466@Emboscada, Paraguay@-25.1246@-57.34986
1052083466@Johannesburg, South Africa@-26.20489@28.04001
2997673464@Jaisalmer-7 (Mohargarh)- Jaisalmer, India@27.51402@71.3522
6279203466@Telmanove, Ukraine@47.40983@38.01816
8263733466@Mudigere- Chikmagalur, India@13.11429@75.63423
5364113466@Mashivka, Ukraine@49.44379@34.87116
7398703386@Amatlan De Quetzalcoatl, Mexico@18.9788888@-99.0363888
9885233463@Acanceh, Mexico@20.8126@-89.45344
1989733466@Ross-on-Wye, United Kingdom@51.9165@-2.58173
4114933466@Chengalpattu- Chengalpattu (Kancheepuram), India@12.70329@79.980057
8420203458@Ulyanovsk region, Russian Federation@12.70329@79.980057
2745073371@Brachbach Sieg, Germany@12.70329@79.980057
4743063466@Barra del Chuy, Uruguay@-33.75075@-53.38454
5923703466@Sambhal- Moradabad, India@28.567789@78.576263
9686173466@Cintalapa De Figueroa, Mexico@16.691059@-93.728722
4298633466@Metturdam- Salem, India@11.66552@78.15164
6256153459@Brazhyne, Ukraine@47.9984816@38.8292253
3925423466@Stassfurt, Germany@47.9984816@38.8292253
6458333464@Hüttau, Austria@47.9984816@38.8292253
8804313460@Hata District- Kochi, Japan@32.966533@132.890412
2853423466@Schermbeck, Germany@51.6935919@6.875309199999999
4741663466@Shpola, Ukraine@49.01228@31.39382
1543732855@Cannock, United Kingdom@52.69099@-2.03174
6257733466@Ilovaisk, Ukraine@47.93027@38.17715
8800043466@Hata District- Kochi, Japan@32.966533@132.890412
3112353466@Gleisdorf, Austria@47.10714@15.70826
5726043445@Babai, Ukraine@49.89262@36.20252
8118033459@Nelamangala- Bangalore, India@13.09943@77.39051
2373103456@Mahaswad- Satara, India@17.6334395@74.7871061
4612473403@Seidi, Turkmenistan@39.63627@62.7865
1510683456@Liverpool, United Kingdom@53.4101@-2.97844
8245311065@Loralai, Pakistan@30.3622@68.59538
1544903465@Kington, United Kingdom@52.20363@-3.02948
2951613460@Bhim (N)- Udaipur, India@24.546348@74.18480269999999
4859163465@Tsebrykove, Ukraine@47.1469833@30.1055479
8398933465@Harapanahalli- Bellary, India@14.7809865@75.9869609
5323393432@Birganj, Bangladesh@25.90375@88.60517
9965443445@Shangla, Pakistan@30.44185@69.359701
8529263463@Kech, Pakistan@31.99808@70.90509
1013502560@Johannesburg, South Africa@-26.20489@28.04001
2971373465@Pindwara- Sirohi (Abu Road), India@24.55715@72.83203
6990163456@Darwendale, Zimbabwe@-17.71523@30.54951
1771543465@Maud, United Kingdom@57.52112@-2.12852
3827193465@Aimogasta, Argentina@-28.5535@-66.81282
5906603465@Filipstad, Sweden@59.7139973@14.1698445
8225171193@Cowdahalli- Mysore, India@12.24353@76.61243
1489943461@Bishops Waltham, United Kingdom@50.95483@-1.21199
3674083428@Hojai- Nagaon, India@26.00316@92.85384
9531153464@Malå, Sweden@26.00316@92.85384
1071381622@Johannesburg, South Africa@-26.20489@28.04001
2783413464@Traismauer, Austria@-26.20489@28.04001
4902253408@Västervik, Sweden@-26.20489@28.04001
6807923424@Sveg, Sweden@-26.20489@28.04001
8810463464@Weilheim i OB, Germany@47.83889@11.14467
2941983464@Lippstadt, Germany@51.6712278@8.3406481
7599653464@Alberto- El, Mexico@20.41533@-99.22698
5003973464@Skövde, Sweden@20.41533@-99.22698
5966283449@Ranikhet- Almora, India@29.64321@79.43413
8971433464@Arcabuz, Mexico@29.64321@79.43413
6245013444@Gogri- Darbhanga, India@26.111868@85.89600399999999
8202683443@Cherepovets, Russian Federation@59.125885@37.889269
1631663464@Oban, United Kingdom@56.4082@-5.46912
6592173464@Abraham Gonzalez, Mexico@19.3867819@-99.2034047
8552743464@Gooty (Guntakal)- Anantpur (Guntakal), India@15.1637372@77.389668
1006053460@Johannesburg, South Africa@-26.20489@28.04001
3983833464@Sanmenxia- HEN, China@34.77236@111.20016
5977333083@Winschoten, Netherlands@53.14661@7.04508
6115633443@Danapur- Patna, India@25.62112@85.04453
8402533464@Kanigiri- Ongole, India@15.42129@79.52459
2376913445@Dependencias Federales, Venezuela@10.93094@-65.31656
8904563429@Jotsholo, Zimbabwe@-18.7307@27.55543
6338363446@Abu Gibieha, Sudan@13.316641@30.336371
8279443458@Iwakuni- Yamaguchi, Japan@34.22506@132.064636
1201813463@Åtvidaberg, Sweden@34.22506@132.064636
5601123463@Eloten, Turkmenistan@37.2944409@62.3682506
7955733447@Königswiesen, Austria@37.2944409@62.3682506
8467573462@Bodhan- Nizamabad, India@18.65454@77.89297
1163073463@Leicester, United Kingdom@52.63796@-1.14043
3993043463@San Jacinto, Uruguay@-34.54699@-55.87414
7339723463@Melliet, Sudan@13.316641@30.336371
9954863463@Haripur, Pakistan@34.01619@72.91096
1921873463@Basholi- Jammu, India@32.5023582@75.8098141
6682783426@Attabira- Sambalpur, India@21.4668716@83.9811665
1577333462@Kinross, United Kingdom@56.21123@-3.42547
3485843401@Dhuliyan- Berhampur, India@19.3149618@84.7940911
5785773459@Epe, Netherlands@52.352@5.9864
9597483462@Fukue- Nagasaki, Japan@32.698078@128.847031
3932343371@Vaggeryd, Sweden@57.4989621@14.1486297
7611313462@Colonia Fram, Paraguay@-27.04096@-56.032261
9439023436@Fredrika, Sweden@-27.04096@-56.032261
1618953460@Manchester, United Kingdom@53.4796@-2.24874
3729383426@Chernivtsi, Ukraine@48.2920787@25.9358367
6591682574@Chandil- Jamshedpur, India@22.7815@86.21215
8404733462@Marturu- Ongole, India@15.5057232@80.049922
9888013462@Acanceh, Mexico@20.8126@-89.45344
1919203462@Tyneside / Durham / Sunderland, United Kingdom@54.8915636@-1.4088889
4216153443@New Halfa, Sudan@15.328756@35.5986093
9596483462@Fukue- Nagasaki, Japan@32.698078@128.847031
1894783462@Palampur- Kangra (Dharamsala), India@32.111542@76.540314
4416613462@Halach, Turkmenistan@38.0705@64.88516
1548443459@Kingsbridge, United Kingdom@50.28311@-3.77761
3708223448@Karabük, Turkey@50.28311@-3.77761
5658613461@Murgap, Turkmenistan@37.49524@61.97859
7380063425@El Tweisha, Sudan@13.316641@30.336371
1447303461@ödeshög, Sweden@13.316641@30.336371
3969133461@Siedenbollentin, Germany@53.73283@13.37919
7664523461@Hanumana- Rewa, India@24.77951@82.0941
8996983461@Reynosa- Tamps., Mexico@26.0508406@-98.29789509999999
1040903460@Johannesburg, South Africa@-26.20489@28.04001
9754573450@Hakkas, Sweden@-26.20489@28.04001
1602633461@Kharar- Ropar, India@30.746861@76.645653
2855123461@Voerde Niederrhein, Germany@51.6005212@6.6544111
4661443450@Cerro Chato, Uruguay@-33.1008741@-55.1320653
6437733457@Mahagama- Deoghar (Dumka), India@24.56446@86.69745
8347393461@El Geiger, Sudan@13.316641@30.336371
3004613460@Kungsbacka, Sweden@57.48923@12.07849
5234953461@Dolynska, Ukraine@48.11651@32.76855
7362333461@Agar- Shajapur, India@23.71471@76.008369
1484623460@Huddersfield, United Kingdom@53.64696@-1.78268
3579633461@Pöls, Austria@47.220058@14.5814
5767163442@Ombses de Lavalle, Uruguay@47.220058@14.5814
7764783460@Kunkuri- Raigarh, India@22.5754351@83.43767489999999
1604903460@Northampton, United Kingdom@52.23394@-0.89528
3504893460@Dippoldiswalde, Germany@52.23394@-0.89528
5896313460@Arboga, Sweden@59.39616@15.84136
9673463376@Candelaria- La, Mexico@18.1845319@-91.04185679999999
1647303460@Moretonhampstead, United Kingdom@50.6609@-3.76484
3578993460@Kamenz, Germany@51.27031@14.10285
4710413460@Oberdrauburg, Austria@46.74829@12.96995
6492263460@Turks and Caicos Islands, Turks and Caicos Islands@21.694025@-71.797928
3380233460@Capurro, Uruguay@-34.4355486@-56.4691924
9484653427@Iizuka- Fukuoka, Japan@33.605419@130.667175
1924493450@Wakefield, United Kingdom@53.67995@-1.51033
7212913460@Zwettl an der Rodl, Austria@48.46617@14.27138
1023833395@Khojali, Azerbaijan@39.828446@46.76256
2971643460@Pindwara- Sirohi (Abu Road), India@24.55715@72.83203
2632533459@Valsad- Valsad, India@20.60632@72.92977
1981843460@Wormbridge, United Kingdom@51.97695@-2.82891
3958913446@Irkutsk region, Russian Federation@51.97695@-2.82891
4542093460@Kodaikanal- Madurai, India@9.91338@78.089847
6446873455@Kirovsk, Ukraine@48.6354729@38.6373936
8259753428@Shankarnarayana- Dakshin Kanada (Mangalore), India@12.9950741@74.8212247
1181393460@Reading, United Kingdom@51.45352@-0.96301
6442643458@Alchevsk, Ukraine@48.48769@38.78057
8262223459@Saeki District- Hiroshima, Japan@34.3852029@132.4552927
2427373459@Newasa- Ahmednagar, India@19.5511772@74.9281063
5383053459@José Enrique Rodó, Uruguay@19.5511772@74.9281063
7106663459@Bhiwapur- Nagpur, India@20.78652@79.47966
8958401101@Guandzha, Russian Federation@61.521403@-74.679494
1047663459@Johannesburg, South Africa@-26.20489@28.04001
2830683459@Rahpar- Bhuj, India@23.28498@69.9988312
4591403459@Cebollatk, Uruguay@-33.26864@-53.79561
6484843459@Lessach, Austria@47.18823@13.80654
3900953447@Estación Sosa Dkaz, Uruguay@-32.565079@-55.758324
7930093459@Shangrao- JX, China@28.45452@117.94362
9816393459@Vittangi, Sweden@67.67747@21.64572
1511543459@Liverpool, United Kingdom@53.4101@-2.97844
3777303456@Yangkiyang- Arunachal Pradesh (Zero), India@27.60182@93.820851
5568903459@Deoria- Deoria, India@26.4862373@83.7838214
7663433458@Mauganj- Rewa, India@24.6696723@81.8810227
9227733458@Kalihati, Bangladesh@24.38539@89.99078
1044483458@Johannesburg, South Africa@-26.20489@28.04001
4621703458@Chernihiv, Ukraine@51.4937@31.29441
6587493458@Chakardharpur- Jamshedpur, India@22.5535653@85.8063643
1229983458@Barrow-in-Furness / Millom, United Kingdom@54.2086701@-3.261023
5327283446@Fulbari, Bangladesh@25.5413791@89.8434791
1136133379@Leeds, United Kingdom@53.7948@-1.54653
3802563403@Roing-Ii (Arda)- Arunachal Pradesh (Zero), India@27.60182@93.820851
2971941242@Pindwara- Sirohi (Abu Road), India@24.55715@72.83203
5652951242@Zhovti Vody, Ukraine@48.34544@33.49723
7880451242@Durg- Durg, India@21.18971@81.28447
9989051242@Kohistan, Pakistan@30.44185@69.359701
2234661242@Frechen, Germany@50.9108@6.80932
4669841242@Cerro Chato, Uruguay@-33.1008741@-55.1320653
7351731242@Um Kaddada, Sudan@-33.1008741@-55.1320653
9653061242@South Waziristan, Pakistan@30.44185@69.359701
1974751242@Llanon, United Kingdom@52.282009@-4.17787
3949551242@Oschersleben Bode, Germany@52.282009@-4.17787
6775751242@San Alberto, Paraguay@52.282009@-4.17787
1614291241@Manchester, United Kingdom@53.4796@-2.24874
4675141241@Apozol, Mexico@21.47211@-103.09146
7924881241@Himeji- Hyogo, Japan@34.926201@134.68544
2744301241@Deesa- Palanpur, India@24.25491@72.183151
3001811241@Kungsbacka, Sweden@57.48923@12.07849
8616471241@Bantio, Sudan@13.316641@30.336371
1625461241@Macclesfield, United Kingdom@53.25567@-2.12576
4361571241@Oldenburg in Holstein, Germany@54.29079@10.88999
6432301240@Krasnyi Luch, Ukraine@48.1406371@38.9367363
7306631240@Yueyang- HN, China@30.0976@105.33795
9865191240@Colonia Yucatan, Mexico@30.0976@105.33795
1964681240@Hornsea / Patrington, United Kingdom@53.91939@-0.16771
3448061240@Meuselwitz Thür, Germany@50.35185@7.27615
4667131240@Cerro Chato, Uruguay@-33.1008741@-55.1320653
6256731240@Brazhyne, Ukraine@47.9984816@38.8292253
7768291240@Saranggarh- Raigarh, India@21.58612@83.07724
8952701240@Chepurupalli (Garividi)- Vizayanagaram, India@21.58612@83.07724
1025201240@Khojali, Azerbaijan@39.828446@46.76256
2849371240@Botad- Bhavnagar, India@22.181601@71.665779
4219871240@New Halfa, Sudan@15.328756@35.5986093
5551911240@Grums, Sweden@59.35317870000001@13.1117319
8718261239@Narasampet- Warangal, India@17.9281222@79.89452969999999
1700331239@Rothesay, United Kingdom@55.83457@-5.05473
8741081239@Sudhimalla (Tekulapalli)- Khammam, India@17.2413@80.155693
1804631239@Ridderkerk, Netherlands@51.87193@4.59856
5493271239@Mohamdabad- Ghazipur, India@25.62021@83.75234
8406921239@Cumbum- Ongole, India@15.58661@79.105652
9677231238@Candelaria- La, Mexico@18.1845319@-91.04185679999999
2201621238@Hallstahammar-Surahammar, Sweden@59.706305@16.225955
4334761238@Haisyn, Ukraine@48.81046@29.39423
5580421238@Nkayi, Zimbabwe@-19.00988@28.89574
8534771115@Yelburga- Raichur, India@16.9909211@77.02400039999999
9690601238@F.R. Lakki Marwat, Pakistan@32.60816@70.91458
1584371238@Ludlow, United Kingdom@52.37058@-2.719
3420141237@Ivano-Frankivsk, Ukraine@48.92255@24.71471
5327431237@Fulbari, Bangladesh@25.5413791@89.8434791
2933861237@Bali (N) (Sumerpur)- Pali (Marwar), India@25.788761@73.3372
7939531237@Shangrao- JX, China@28.45452@117.94362
9225171237@Ghatail, Bangladesh@24.4811953@89.9731798
1713891237@Maryina Gorka, Belarus@53.51737@28.13929
3325501237@Sonagazi, Bangladesh@22.85045@91.40117
4332091237@Brailiv, Ukraine@49.1055022@28.1576316
5482771236@El Masalamia, Sudan@49.1055022@28.1576316
6637041236@Husum, Sweden@49.1055022@28.1576316
1609861236@Northallerton, United Kingdom@54.33889@-1.43175
2952571236@Rajsamand (Kankorli)- Udaipur, India@24.9288279@73.82499729999999
3738031236@Putyla, Ukraine@47.99871@25.08448
7846811236@Garpa- Jagdalpur, India@19.07952@82.00122
8916741236@Nakhichevan, Russian Federation@61.521403@-74.679494
1400081236@Honington, United Kingdom@52.33620699999999@0.80455
3508701236@Nam Dinh, Viet Nam@52.33620699999999@0.80455
6442711236@Alchevsk, Ukraine@48.48769@38.78057
8492321236@Kambadur- Anantpur (Guntakal), India@15.1674091@77.37362379999999
1849301235@Sliedrecht, Netherlands@51.82358@4.77261
2754781235@Dhrangadhra- Surendranagar, India@22.9832248@71.47446099999999
3882871235@Mariazell, Austria@47.7702441@15.3148765
4897441235@Kadamath- Kavarathy, India@21.504394@82.71767
9995381234@Mérida- Yuc., Mexico@20.96672@-89.62322
1998611234@Ramban- Udhampur, India@33.2463875@75.1938909
6743281234@Juan E. O'Leary, Paraguay@33.2463875@75.1938909
8240021234@Loralai, Pakistan@30.3622@68.59538
9982201234@Kohistan, Pakistan@30.44185@69.359701
2870881234@Malia-Hatina- Junagarh, India@21.1582745@70.3073555
8980471233@Imabari- Ehime, Japan@34.02232@132.937637
9941481233@Cabeza De Toro, Mexico@34.02232@132.937637
1121961233@Mazandaran, Iran@36.380535@52.52217
8851801233@Bukidnon, Philippines@8.15289@125.12923
2641381233@Amod- Bharuch, India@21.99065@72.86687
3911881233@Krasnoyarsk region, Russian Federation@21.99065@72.86687
5370521233@Palmitas, Uruguay@-33.51093@-57.80736
9118691230@Piteå, Sweden@-33.51093@-57.80736
1359631232@Pakenham, United Kingdom@52.27161@0.81639
2372641232@Patan- Satara, India@17.3734812@73.8992392
8853121232@Damilag, Philippines@8.36887@124.83138
1129081231@Mazandaran, Iran@36.380535@52.52217
9629621231@Tapachula- Chis., Mexico@14.91118@-92.26461
1844611231@Thame, United Kingdom@51.74857@-0.97999
2964241231@Dungarpur- Banswara, India@23.55356@74.42029
4517541231@Hässleholm, Sweden@23.55356@74.42029
5974381231@Kitamuro District- Mie, Japan@34.176276@136.240403
2970511231@Sanchore (W) (Hadecha)- Sirohi (Abu Road), India@24.4640731@72.7717775
6641651231@Deodgarh- Sambalpur, India@21.45365@84.00304
7887481230@Durg- Durg, India@21.18971@81.28447
1511971230@Liverpool, United Kingdom@53.4101@-2.97844
2337861230@Hagen-Dahl, Germany@51.30422@7.53057
8294511230@Barkhan, Pakistan@29.96111@69.48266
1456921230@Glenurquhart, United Kingdom@57.63447@-4.10514
2452151063@Parbhani- Parbhani, India@19.26071@76.77764
3633811230@Radyvyliv, Ukraine@50.1285011@25.2530313
4662911230@Cerro Chato, Uruguay@-33.1008741@-55.1320653
7983431230@Macheke, Zimbabwe@-18.13705@31.84819
1494241212@High Wycombe, United Kingdom@51.6294@-0.74735
2920941201@Bilara (N) (Bhopalgarh)- Jodhpur, India@26.6441252@73.4916744
3662401229@Dhubri- Bongaigaon (Kokrajhar), India@NA@NA
4764259775@La Coronilla, Uruguay@-33.89845@-53.51465
7645851229@Karanjia- Mandla, India@22.38006@80.7793499
8747581229@Nuguru (Cherla)- Khammam, India@18.06711@80.82116
1271031099@Barnstable, United Kingdom@55.008391@-5.822485
2441511229@Ashti- Bhir, India@18.3972@75.62097
3947781229@Bokonbaevo (Ton district), Kyrgyz Republic@42.112261@76.996441
6111751228@Hilsa- Patna, India@25.3068221@85.2773191
7423241228@Neemuch- Mandsaur, India@24.07259@75.066
8919541228@Nakhichevan, Russian Federation@61.521403@-74.679494
1148271228@Sheffield, United Kingdom@53.38311@-1.46455
2981581228@Sheo (W) (Harsani)- Barmer, India@25.95489@70.78366
3832741228@Novosibirsk, Russian Federation@54.99152@82.957916
4893791228@Androth- Kavarathy, India@33.301521@74.18528
8813181228@Kovvur (Nidadavolu)- Eluru, India@16.7106604@81.0952431
1776441228@Stranraer, United Kingdom@54.90565@-5.01638
2997911228@Jaisalmer-7 (Mohargarh)- Jaisalmer, India@27.51402@71.3522
3826231227@Ambasa- Tripura (Agartala), India@23.83145@91.28718
4768281227@Kleblach-Lind, Austria@46.76857@13.35359
8427281227@Shaharasti, Bangladesh@23.20705@90.9521
9550651227@Higashimatsuura District- Saga, Japan@33.475145@129.866532
2217211226@Köping, Sweden@33.475145@129.866532
3770711226@Cocula, Mexico@20.3653885@-103.8227749
4912231226@Ryazan', Russian Federation@54.615051@39.705195
3329571072@Stahnsdorf, Germany@52.39192@13.22166
6757951220@Daspalla- Bhubaneswar (Puri), India@NA@NA
4278121225@Gnesau, Austria@46.77553@13.96268
5277931225@Jose Domingo Ocampos, Paraguay@-25.429045@-55.401245
5897751225@Arboga, Sweden@59.39616@15.84136
6980621225@Trelawney, Zimbabwe@-17.53533@30.4631
7847871225@Antagarh- Jagdalpur, India@19.08532@82.01826
1039791136@Johannesburg, South Africa@-26.20489@28.04001
1898411224@Dete, Zimbabwe@-18.6236377@26.8615857
4279551224@Sirnitz, Austria@46.8222@14.05905
1448921224@ödeshög, Sweden@46.8222@14.05905
4572091224@Velizquez, Uruguay@46.8222@14.05905
7357581223@Higashimuro District- Wakayama, Japan@33.721665@135.817703
8372301223@Gadag- Hubli, India@15.35302@75.15147
1694681223@Church Stretton, United Kingdom@52.53764@-2.80032
3730921223@Berehomet, Ukraine@48.1782952@25.3426628
4896641223@Kavarathy- Kavarathy, India@21.504394@82.71767
5940851223@Zuidhorn, Netherlands@53.24437@6.40791
6910841223@Torpshammar, Sweden@53.24437@6.40791
7915491223@Ako District- Hyogo, Japan@34.882145@134.352195
2413901222@Bac Ninh, Viet Nam@34.882145@134.352195
5248371222@Barabanki- Barabanki, India@26.92659@81.19673
7227281222@Chandurbazar- Amravati, India@21.23766@77.74691
9307911222@Nordmaling, Sweden@63.56984@19.50047
1681651222@Isle of Mull - Fionnphort, United Kingdom@56.32505@-6.36545
5936861222@Beilen, Netherlands@52.85772@6.51609
6753541221@Nayagarh- Bhubaneswar (Puri), India@NA@NA
7610801221@Colonia Fram, Paraguay@-27.04096@-56.032261
9815601221@Vittangi, Sweden@67.67747@21.64572
1045941221@Johannesburg, South Africa@-26.20489@28.04001
5568321220@Deoria- Deoria, India@26.4862373@83.7838214
7528891220@Bijaypur- Morena, India@26.37519@78.13628
1817821220@Spijkenisse, Netherlands@51.84958@4.32509
3292961220@Bucerias, Mexico@20.75061@-105.321869
5357011220@Novoorzhytske, Ukraine@50.02275@32.72776
7104861220@Hingua- Nagpur, India@21.11457@79.01017
9359941220@Vännäs, Sweden@21.11457@79.01017
2751391220@Chotila- Surendranagar, India@22.4235817@71.1946097
6759851219@Rko Branco, Uruguay@22.4235817@71.1946097
1990021219@Ramnagar- Udhampur, India@32.8055178@75.3164374
5982241219@Hoogezand, Netherlands@53.15557@6.75465
8429581219@Ulyanovsk region, Russian Federation@53.15557@6.75465
1312451219@Edinburgh, United Kingdom@55.95416@-3.20277
2384331219@Nilanga- Latur, India@18.12975@76.74882
3590901219@Bihor, Romania@47.05176@21.93873
4638931219@Vilathikulam- Tuticorin, India@9.13031@78.162422
5881541219@Bisalpur- Pilibhit, India@28.29154@79.79823
6984501218@Trelawney, Zimbabwe@-17.53533@30.4631
9570351218@Higashisonogi District- Nagasaki, Japan@33.074289@129.923072
1770801218@Isle of Arran, United Kingdom@55.577305@-5.23862
5722611218@Hathras- Aligarh, India@27.88355@78.07397
1582491218@Luton, United Kingdom@51.88159@-0.41611
2877121217@Talala- Junagarh, India@21.0555636@70.5294682
3769541217@Çankiri, Turkey@21.0555636@70.5294682
4363191217@Mus, Turkey@38.734561@41.491038
6888941217@Chakari, Zimbabwe@-18.06674@29.85007
7897801217@Atlapexco, Mexico@21.01691@-98.34804
9440161217@Dir (upper), Pakistan@30.44185@69.359701
3877141216@Tamenglong- Manipur (Imphal), India@24.8310599@93.63328609999999
5918781216@Hällefors - Grythyttan, Sweden@24.8310599@93.63328609999999
6798551216@Laguna Merkn, Uruguay@-32.565079@-55.758324
7883231216@Durg- Durg, India@21.18971@81.28447
9530271216@Malå, Sweden@21.18971@81.28447
3927451216@Mullsjö, Sweden@21.18971@81.28447
4461561216@Bohuslav, Ukraine@49.5405738@30.8772055
3999481216@San Jacinto, Uruguay@-34.54699@-55.87414
5923931216@Sambhal- Moradabad, India@28.567789@78.576263
8855471215@Mandapeta (Ravulapalem)- Rajahmundri, India@16.8554125@81.8355577
1902451215@Wolverhampton, United Kingdom@52.58864@-2.1217
7334921215@Melliet, Sudan@13.316641@30.336371
1700051215@Rothesay, United Kingdom@55.83457@-5.05473
1865591214@Oxford, United Kingdom@51.7563@-1.25951
4834091214@Fort Portal, Uganda@0.66912@30.28446
1789661214@Stratford-upon-Avon, United Kingdom@52.19425@-1.70752
4991081214@Mönsterås, Sweden@52.19425@-1.70752
6004721214@Mhangura, Zimbabwe@-16.89251@30.1653
7423181213@Neemuch- Mandsaur, India@24.07259@75.066
8386291213@Kumta- Uttar Kanada (Karwar), India@14.8184812@74.1416127
1021611213@Khojali, Azerbaijan@39.828446@46.76256
3824582670@Kailsahar- Tripura (Agartala), India@23.83145@91.28718
2972391242@Sirohi- Sirohi (Abu Road), India@24.4640731@72.7717775
5653441242@Vilnohirsk, Ukraine@48.47845@34.01934
7881391242@Durg- Durg, India@21.18971@81.28447
9989921242@Kohistan, Pakistan@30.44185@69.359701
2236441242@Wesseling Rheinl, Germany@30.44185@69.359701
4670661242@Apozol, Mexico@21.47211@-103.09146
7352411242@Um Kaddada, Sudan@21.47211@-103.09146
9653771242@South Waziristan, Pakistan@30.44185@69.359701
1975561242@Alford / Strathdon, United Kingdom@57.20351@-3.07274
3950211242@Irkutsk region, Russian Federation@57.20351@-3.07274
6776521242@San Alberto, Paraguay@57.20351@-3.07274
1615031241@Manchester, United Kingdom@53.4796@-2.24874
4676151241@Apozol, Mexico@21.47211@-103.09146
7925841241@Himeji- Hyogo, Japan@34.926201@134.68544
2745441241@Brachbach Sieg, Germany@34.926201@134.68544
3002871241@Kungsbacka, Sweden@57.48923@12.07849
8617401241@Novorossiysk, Russian Federation@44.722939@37.765621
1626431241@Newton Abbot, United Kingdom@50.52893@-3.60827
4362491241@Thanjavur- Thanjavur, India@10.76862@79.12905
6433801240@Rovenky, Ukraine@48.0823858@39.3699771
7307181240@Yueyang- HN, China@30.0976@105.33795
9866051240@Colonia Yucatan, Mexico@30.0976@105.33795
1965481240@Poonch- Rajouri, India@33.367391@74.307671
3448551240@Meuselwitz Thür, Germany@50.35185@7.27615
4667671240@Cerro Chato, Uruguay@-33.1008741@-55.1320653
6257681240@Ilovaisk, Ukraine@47.93027@38.17715
7769301240@Bagicha- Raigarh, India@29.4263618@79.5510632
8954191240@Guandzha, Russian Federation@61.521403@-74.679494
1026151240@Khojali, Azerbaijan@39.828446@46.76256
2850411240@Rees-Haldern, Germany@51.77416@6.45874
4220741240@Köttmannsdorf, Austria@51.77416@6.45874
5552871240@Bludenz, Austria@47.15723@9.81916
8719211239@Mahabubbad- Warangal, India@17.59606@80.00081
1701401239@Île-de-France, France@48.85693@2.3412
3320561239@Lutsk, Ukraine@50.7469@25.32628
8742791239@Khammam- Khammam, India@17.25067@80.1559
1805651239@Torrington, United Kingdom@50.95333@-4.14173
5494091239@Bansdeeh- Ballia, India@25.80315@84.29672
8407721239@Darsi- Ongole, India@15.5057232@80.049922
9678181238@Candelaria- La, Mexico@18.1845319@-91.04185679999999
2202591238@Bergisch Gladbach, Germany@50.9917@7.1331
4336011238@Yampil, Ukraine@48.2441219@28.2765218
5581031238@Nkayi, Zimbabwe@-19.00988@28.89574
8535711115@Sindhanur- Raichur, India@15.77044@76.75616
9691361238@F.R. Lakki Marwat, Pakistan@32.60816@70.91458
1585361238@Nagaur (W) (Khinwsar)- Nagaur, India@27.1991222@73.74092399999999
3421041237@Torgau, Germany@51.556@13.00424
5328421237@Poltava, Ukraine@49.58771@34.55171
2934711237@Desuri (Rani)- Pali (Marwar), India@25.351726@73.300644
7940511237@Kako District- Hyogo, Japan@34.734893@134.903351
9226161237@Gopalpur, Bangladesh@24.57057@89.90469
1715031237@Berezino, Belarus@53.8446885@28.9892933
3326281237@Fulgazi, Bangladesh@23.1667@91.433296
4332921237@Brailiv, Ukraine@49.1055022@28.1576316
5483571236@Lalapanzi, Zimbabwe@-19.3121@30.21205
6637831236@Husum, Sweden@-19.3121@30.21205
1610751236@Manchester, United Kingdom@53.4796@-2.24874
2954011236@Kumbalgarh (Charbhujaji)- Udaipur, India@24.585445@73.712479
3738801236@Putyla, Ukraine@47.99871@25.08448
7847651236@Antagarh- Jagdalpur, India@19.08532@82.01826
8917771236@Nakhichevan, Russian Federation@61.521403@-74.679494
1401751236@Tranås, Sweden@61.521403@-74.679494
3509711236@Nam Dinh, Viet Nam@61.521403@-74.679494
6443771236@Brianka, Ukraine@48.5002@38.65512
7480661236@Goharganj- Raisen, India@22.99926@77.59572
8493171236@Madakasira- Anantpur (Guntakal), India@15.1674091@77.37362379999999
1849921235@Sliedrecht, Netherlands@51.82358@4.77261
2755761235@Sayla- Surendranagar, India@22.5487547@71.4863333
3883461235@Hagenow, Germany@53.43121@11.19
4898221235@Kiltan- Kavarathy, India@11.5092@72.99733
9996361234@Mérida- Yuc., Mexico@20.96672@-89.62322
1999391234@Mahore- Udhampur, India@33.3095773@74.8594853
6744301234@Juan E. O'Leary, Paraguay@33.3095773@74.8594853
